tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_common,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borough,cncldist,st_assem,st_senate,nta,nta_name,latitude,longitude
399932,501084,2015-10-29,0,8,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,415 WALTON AVENUE,10451,Bronx,201,bronx,17,84,29,BX63,West Concourse,40.81691759,-73.92887192
42578,225431,2015-06-30,23,0,OnCurb,alive,good,sophora,No,No,Yes,No,No,No,No,No,Yes,1661 11 AVENUE,11215,Brooklyn,307,brooklyn,39,44,21,BK40,Windsor Terrace,40.65650823,-73.97708486
661090,320888,2016-08-11,9,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,48-039 OCEANIA STREET,11364,Oakland Gardens,411,queens,23,25,11,QN46,Bayside-Bayside Hills,40.75337269,-73.7712512
488582,505905,2015-11-30,7,0,OnCurb,alive,fair,schumard's oak,No,No,No,No,No,No,No,No,No,2505 CRESTON AVENUE,10468,Bronx,207,bronx,14,78,33,BX05,Bedford Park-Fordham North,40.8630867,-73.89794429
356651,513044,2015-10-21,0,24,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,2927 WALLACE AVENUE,10467,Bronx,211,bronx,15,80,36,BX07,Bronxdale,40.86876158,-73.86452961
241017,105838,2015-09-20,3,0,OnCurb,alive,poor,littleleaf linden,No,No,No,No,No,No,No,No,No,358 EAST 51 STREET,10022,New York,106,manhattan,4,73,28,MN19,Turtle Bay-East Midtown,40.75465626,-73.96594647
14124,509197,2015-06-09,14,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,2789 SCHURZ AVENUE,10465,Bronx,210,bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,40.81418391,-73.81883557
317336,304564,2015-10-13,0,18,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,10-002 43 AVENUE,11101,Long Island City,402,queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,40.75206666,-73.94866249
722277,600861,2016-09-26,20,0,OffsetFromCurb,alive,good,red pine,No,No,No,No,No,No,No,No,No,72-055 PARK DRIVE EAST,11367,Flushing,408,queens,24,27,15,QN37,Kew Gardens Hills,40.72345341,-73.82700633
177554,202182,2015-08-26,7,0,OnCurb,alive,fair,honeylocust,Yes,No,No,No,No,No,No,No,No,220 HENDRIX STREET,11207,Brooklyn,305,brooklyn,37,55,18,BK82,East New York,40.67702268,-73.89054098
627012,228302,2016-07-14,0,55,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,1605 45 STREET,11204,Brooklyn,312,brooklyn,44,48,17,BK88,Borough Park,40.63314953,-73.98287705
568330,333924,2016-05-28,5,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,100-031 BELLAIRE PLACE,11429,Queens Village,413,queens,27,33,14,QN34,Queens Village,40.71142491,-73.74959375
391649,502984,2015-10-28,5,0,OnCurb,alive,poor,cherry,No,No,Yes,No,No,Yes,No,No,Yes,355 EAST 165 STREET,10456,Bronx,204,bronx,16,77,32,BX14,East Concourse-Concourse Village,40.82837446,-73.91348041
548839,401368,2016-03-01,2,0,OnCurb,alive,good,european hornbeam,No,No,No,No,No,No,No,No,No,59 GLENWOOD AVENUE,10301,Staten Island,501,staten island,49,63,24,SI08,Grymes Hill-Clifton-Fox Hills,40.61788564,-74.10040577
267894,500097,2015-09-29,4,0,OffsetFromCurb,alive,good,sweetgum,No,No,No,No,No,No,No,No,No,305 LOCUST AVENUE,10454,Bronx,201,bronx,17,84,29,BX39,Mott Haven-Port Morris,40.80348157,-73.90608952
449779,215702,2015-11-12,8,0,OnCurb,alive,good,callery pear,Yes,No,No,No,No,No,No,No,No,1013 HEMLOCK STREET,11208,Brooklyn,305,brooklyn,42,60,19,BK82,East New York,40.66340469,-73.86614985
568079,205772,2016-05-27,2,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,1876 83 STREET,11214,Brooklyn,311,brooklyn,47,47,23,BK28,Bensonhurst West,40.60752831,-73.99889191
155179,218047,2015-08-18,4,0,OnCurb,alive,good,japanese zelkova,Yes,No,No,No,No,No,No,No,No,99 SOUTH 2 STREET,11249,Brooklyn,301,brooklyn,34,50,18,BK73,North Side-South Side,40.71390841,-73.96370878
428914,202310,2015-11-04,8,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,521 GRANT AVENUE,11208,Brooklyn,305,brooklyn,37,54,19,BK83,Cypress Hills-City Line,40.67800082,-73.86581179
291652,210559,2015-10-07,9,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,1601 EAST 23 STREET,11229,Brooklyn,315,brooklyn,48,41,17,BK44,Madison,40.61120743,-73.95036326
211868,111600,2015-09-09,6,0,OnCurb,alive,good,crab apple,No,No,No,No,No,No,No,No,No,3975 BROADWAY,10032,New York,112,manhattan,10,72,31,MN36,Washington Heights South,40.84026985,-73.94030185
343694,208393,2015-10-18,13,0,OnCurb,alive,good,silver maple,No,No,No,No,No,No,No,No,No,2701 BRAGG STREET,11235,Brooklyn,315,brooklyn,48,41,23,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58779365,-73.93359768
279922,224031,2015-10-03,3,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,100 ST MARKS PLACE,11217,Brooklyn,306,brooklyn,39,52,25,BK37,Park Slope-Gowanus,40.68141975,-73.97906719
471379,348291,2015-11-19,15,0,OnCurb,alive,good,magnolia,No,No,No,No,No,No,No,No,No,70-054 FLEET STREET,11375,Forest Hills,406,queens,29,28,15,QN17,Forest Hills,40.71658952,-73.8474575
223142,335772,2015-09-14,13,0,OnCurb,alive,fair,cherry,No,No,No,No,No,No,No,No,No,233-004 UNION TURNPIKE,11427,Queens Village,413,queens,23,24,11,QN43,Bellerose,40.73717944,-73.73842124
706544,205232,2016-09-09,18,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,8784 20 AVENUE,11214,Brooklyn,311,brooklyn,43,47,23,BK27,Bath Beach,40.60083762,-74.00226803
107649,302024,2015-07-31,5,0,OnCurb,alive,good,silver birch,No,No,No,No,No,No,Yes,No,No,43-013 20 ROAD,11105,Astoria,401,queens,22,36,13,QN72,Steinway,40.77369566,-73.90020216
520142,221132,2015-12-16,4,0,OnCurb,alive,good,swamp white oak,No,No,No,No,No,No,No,No,Yes,590 LAFAYETTE AVENUE,11216,Brooklyn,303,brooklyn,36,56,25,BK75,Bedford,40.68984959,-73.95096703
626909,228337,2016-07-14,24,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,1631 44 STREET,11204,Brooklyn,312,brooklyn,44,48,17,BK88,Borough Park,40.63337451,-73.98173926
643689,323636,2016-07-28,3,0,OnCurb,alive,good,hardy rubber tree,No,No,No,No,No,No,No,No,No,251-049 57 AVENUE,11362,Little Neck,411,queens,23,26,11,QN45,Douglas Manor-Douglaston-Little Neck,40.76215489,-73.72753763
446411,201241,2015-11-11,13,0,OnCurb,alive,good,littleleaf linden,Yes,No,No,No,No,No,No,No,No,732 CRESCENT STREET,11208,Brooklyn,305,brooklyn,42,60,19,BK82,East New York,40.66973307,-73.86866175
157688,317595,2015-08-18,17,0,OnCurb,alive,good,green ash,Yes,No,No,No,No,No,No,No,No,114-006 135 AVENUE,11420,South Ozone Park,410,queens,32,31,15,QN55,South Ozone Park,40.67143223,-73.82623796
344835,321790,2015-10-18,16,0,OffsetFromCurb,alive,good,eastern redcedar,No,No,No,No,No,No,No,No,No,190-020 37 AVENUE,11358,Flushing,411,queens,19,26,11,QN48,Auburndale,40.7623507,-73.79104593
620452,302979,2016-07-10,3,0,OnCurb,alive,fair,japanese zelkova,No,No,No,No,No,Yes,Yes,No,No,67-029 49 AVENUE,11377,Woodside,402,queens,30,34,15,QN50,Elmhurst-Maspeth,40.7376956,-73.89655318
34019,101889,2015-06-24,12,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,15 EAST 10 STREET,10003,New York,102,manhattan,2,66,27,MN23,West Village,40.73297654,-73.99428712
75469,310378,2015-07-17,18,0,OnCurb,alive,good,littleleaf linden,No,No,Yes,No,No,No,No,No,No,83-025 BEVERLY ROAD,11415,Kew Gardens,409,queens,29,27,15,QN60,Kew Gardens,40.70781816,-73.83160416
377499,109331,2015-10-26,7,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,143 WEST 128 STREET,10027,New York,110,manhattan,9,70,30,MN03,Central Harlem North-Polo Grounds,40.81065715,-73.94624174
439744,406744,2015-11-07,3,0,OnCurb,alive,good,hawthorn,No,No,No,No,No,No,No,No,No,364 SAND LANE,10305,Staten Island,502,staten island,50,64,23,SI36,Old Town-Dongan Hills-South Beach,40.59067866,-74.06710096
195598,304168,2015-09-01,11,0,OnCurb,alive,fair,london planetree,No,No,No,No,No,No,No,No,No,44-015 SKILLMAN AVENUE,11104,Sunnyside,402,queens,26,37,12,QN31,Hunters Point-Sunnyside-West Maspeth,40.74676823,-73.91922241
459405,339679,2015-11-16,3,0,OnCurb,alive,good,hawthorn,No,No,No,No,No,No,No,No,No,14-036 BEACH CHANNEL DRIVE,11691,Far Rockaway,414,queens,31,31,10,QN15,Far Rockaway-Bayswater,40.60939577,-73.75383725
125276,110188,2015-08-07,9,0,OnCurb,alive,good,honeylocust,No,No,Yes,No,No,No,No,No,No,234 EAST 116 STREET,10029,New York,111,manhattan,8,68,29,MN34,East Harlem North,40.79726039,-73.93864404
506268,412595,2015-12-09,10,0,OnCurb,alive,poor,callery pear,No,No,No,No,No,No,No,No,No,68 SYLVIA STREET,10312,Staten Island,503,staten island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,40.54401202,-74.16787749
671618,601180,2016-08-19,5,0,OnCurb,alive,fair,bald cypress,No,No,No,No,No,No,No,No,No,2 TELEPORT DRIVE,10314,Staten Island,502,staten island,50,63,24,SI05,New Springville-Bloomfield-Travis,40.60532412,-74.18113244
712613,317431,2016-09-14,0,15,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,124-001 149 AVENUE,11420,South Ozone Park,410,queens,28,31,10,QN55,South Ozone Park,40.66806308,-73.815761
572980,332714,2016-06-02,18,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,120-007 228 STREET,11411,Cambria Heights,413,queens,27,33,14,QN33,Cambria Heights,40.68781261,-73.7357805
909,104021,2015-05-20,13,0,OnCurb,alive,good,pin oak,No,Yes,No,No,No,No,No,No,No,638 WEST 49 STREET,10019,New York,104,manhattan,3,67,31,MN15,Clinton,40.76596638,-73.99664518
258596,204192,2015-09-25,34,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,469 78 STREET,11209,Brooklyn,310,brooklyn,43,64,22,BK31,Bay Ridge,40.62768779,-74.02421008
125008,321938,2015-08-07,18,0,OnCurb,alive,good,pin oak,Yes,No,No,No,No,No,No,No,No,39-011 209 STREET,11361,Bayside,411,queens,19,26,11,QN46,Bayside-Bayside Hills,40.76334819,-73.77682092
645001,307931,2016-07-28,18,0,OnCurb,alive,good,pin oak,Yes,No,No,No,No,No,No,No,No,75-075 197 STREET,11423,Hollis,408,queens,23,24,11,QN06,Jamaica Estates-Holliswood,40.73115867,-73.77294617
470453,401611,2015-11-19,15,0,OnCurb,alive,good,willow oak,No,No,No,No,No,No,No,No,No,137 REGIS DRIVE,10314,Staten Island,501,staten island,49,63,23,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,40.6200251,-74.15928013
451281,502922,2015-11-12,4,0,OnCurb,alive,good,sophora,No,No,No,No,No,No,No,No,No,1000 TELLER AVENUE,10456,Bronx,204,bronx,16,77,32,BX14,East Concourse-Concourse Village,40.82804931,-73.91419163
197064,229547,2015-09-02,12,0,OnCurb,alive,good,green ash,Yes,No,No,No,No,No,No,No,No,1452 EAST 13 STREET,11230,Brooklyn,314,brooklyn,48,45,17,BK43,Midwood,40.61409299,-73.96124941
489417,415324,2015-12-01,6,0,OnCurb,alive,fair,callery pear,No,No,No,No,No,No,No,No,No,118 PETER AVENUE,10306,Staten Island,503,staten island,50,64,24,SI25,Oakwood-Oakwood Beach,40.56467618,-74.12083739
370544,300327,2015-10-23,3,0,OnCurb,alive,good,littleleaf linden,No,No,No,No,No,No,No,No,No,31-019 37 AVENUE,11106,Astoria,401,queens,26,30,12,QN68,Queensbridge-Ravenswood-Long Island City,40.75473632,-73.93021531
295667,105054,2015-10-07,4,0,OnCurb,alive,fair,ginkgo,No,Yes,No,No,No,No,No,No,No,590 MADISON AVENUE,10022,New York,105,manhattan,4,73,28,MN17,Midtown-Midtown South,40.76212551,-73.97259834
277673,100390,2015-10-02,10,0,OffsetFromCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,1 PACE PLAZA,10038,New York,101,manhattan,1,66,26,MN25,Battery Park City-Lower Manhattan,40.71189047,-74.00542469
571960,331823,2016-06-01,5,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,137-030 BROOKVILLE BOULEVARD,11422,Rosedale,413,queens,31,29,14,QN05,Rosedale,40.66911081,-73.73657695
141573,402833,2015-08-13,3,0,OnCurb,alive,fair,crab apple,No,No,No,No,No,No,No,No,No,17 DE RUYTER PLACE,10303,Staten Island,501,staten island,49,61,23,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,40.63137357,-74.15591661
140746,219016,2015-08-12,3,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,392 CLINTON AVENUE,11238,Brooklyn,302,brooklyn,35,57,25,BK69,Clinton Hill,40.68667354,-73.96760252
487789,414433,2015-11-30,2,0,OnCurb,alive,good,littleleaf linden,No,No,No,No,No,No,No,No,No,156 AVISTON STREET,10306,Staten Island,503,staten island,50,64,24,SI25,Oakwood-Oakwood Beach,40.55573733,-74.11726079
418091,341821,2015-11-02,28,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,30-011 85 STREET,11369,East Elmhurst,403,queens,22,34,13,QN28,Jackson Heights,40.7610868,-73.88346738
619333,224770,2016-07-08,18,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,718 48 STREET,11220,Brooklyn,307,brooklyn,38,49,20,BK34,Sunset Park East,40.64318333,-74.0042274
577926,213975,2016-06-07,13,0,OnCurb,alive,good,littleleaf linden,Yes,No,No,No,No,No,No,No,No,999 EAST 43 STREET,11210,Brooklyn,318,brooklyn,45,41,21,BK58,Flatlands,40.63067497,-73.93486439
697242,326652,2016-09-05,12,0,OnCurb,alive,poor,green ash,No,No,No,No,No,Yes,No,No,Yes,106-047 PINEGROVE STREET,11435,Jamaica,412,queens,28,32,14,QN01,South Jamaica,40.69054744,-73.80586691
294835,331042,2015-10-07,9,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,228-003 146 AVENUE,11413,Springfield Gardens,413,queens,31,31,10,QN03,Springfield Gardens South-Brookville,40.66051681,-73.75238925
209025,415066,2015-09-08,15,0,OnCurb,alive,fair,london planetree,Yes,No,No,No,No,No,Yes,No,No,281 MILTON AVENUE,10306,Staten Island,503,staten island,50,64,24,SI25,Oakwood-Oakwood Beach,40.5604386,-74.10799613
250317,200941,2015-09-23,23,0,OnCurb,alive,fair,london planetree,No,No,No,No,No,Yes,No,No,Yes,614 HENDRIX STREET,11207,Brooklyn,305,brooklyn,42,60,19,BK82,East New York,40.66652337,-73.88785708
632273,320755,2016-07-19,22,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,239-024 66 AVENUE,11362,Little Neck,411,queens,23,25,11,QN45,Douglas Manor-Douglaston-Little Neck,40.75203351,-73.74064453
252397,105502,2015-09-23,8,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,601 1 AVENUE,10016,New York,106,manhattan,4,74,27,MN19,Turtle Bay-East Midtown,40.74399869,-73.97319327
685218,308181,2016-08-28,18,0,OnCurb,alive,good,northern red oak,Yes,No,No,No,No,No,Yes,No,No,95-035 CULLODEN PLACE,11416,Ozone Park,409,queens,32,38,15,QN53,Woodhaven,40.68327444,-73.85754173
183962,505131,2015-08-29,16,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,559 EAST TREMONT AVENUE,10457,Bronx,206,bronx,15,86,33,BX17,East Tremont,40.84654109,-73.89476085
688076,231797,2016-08-30,13,0,OnCurb,alive,good,honeylocust,No,No,Yes,No,No,No,No,No,No,394 EAST 58 STREET,11203,Brooklyn,317,brooklyn,45,58,21,BK96,Rugby-Remsen Village,40.64546812,-73.92204669
604146,330389,2016-06-27,2,0,OnCurb,alive,good,sophora,No,No,No,No,No,No,No,No,No,188-018 WILLIAMSON AVENUE,11413,Springfield Gardens,412,queens,27,29,14,QN08,St. Albans,40.68210547,-73.75523749
433622,507839,2015-11-05,15,0,OnCurb,alive,good,willow oak,Yes,No,No,No,No,No,Yes,No,No,2005 SEWARD AVENUE,10473,Bronx,209,bronx,18,87,32,BX09,Soundview-Castle Hill-Clason Point-Harding Park,40.8204225,-73.8542733
177726,230937,2015-08-26,6,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,69 MARTENSE STREET,11226,Brooklyn,314,brooklyn,40,43,21,BK60,Prospect Lefferts Gardens-Wingate,40.65137046,-73.95671374
295699,320954,2015-10-07,19,0,OnCurb,alive,good,pin oak,No,No,No,No,No,No,Yes,No,No,48-033 205 STREET,11364,Oakland Gardens,411,queens,23,25,11,QN46,Bayside-Bayside Hills,40.75225142,-73.77476038
108793,341577,2015-08-01,4,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,32-029 84 STREET,11370,East Elmhurst,403,queens,25,34,13,QN28,Jackson Heights,40.75703464,-73.88368024
15347,233369,2015-06-09,4,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,12 UNDERHILL AVENUE,11238,Brooklyn,308,brooklyn,35,57,25,BK64,Prospect Heights,40.68070608,-73.96458617
391398,413657,2015-10-28,10,0,OnCurb,alive,good,silver maple,No,No,No,No,No,No,No,No,No,84 MANCHESTER DRIVE,10312,Staten Island,503,staten island,51,62,24,SI48,Arden Heights,40.54997535,-74.19503448
266492,110530,2015-09-28,10,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,2084 MADISON AVENUE,10037,New York,111,manhattan,9,70,30,MN03,Central Harlem North-Polo Grounds,40.80971664,-73.93783099
209886,503907,2015-09-08,5,0,OnCurb,alive,fair,honeylocust,No,No,Yes,No,No,No,No,No,No,1785 MONROE AVENUE,10457,Bronx,205,bronx,15,86,33,BX41,Mount Hope,40.84659249,-73.9064432
484887,400076,2015-11-27,2,0,OnCurb,alive,good,crimson king maple,No,No,No,No,No,No,No,No,No,586 WOOLLEY AVENUE,10314,Staten Island,501,staten island,50,63,24,SI07,Westerleigh,40.60900166,-74.141077
558099,324403,2016-05-12,18,0,OnCurb,alive,fair,norway maple,No,No,No,No,No,No,No,No,No,130-041 145 STREET,11436,Jamaica,412,queens,28,32,10,QN76,Baisley Park,40.66937164,-73.79444536
703166,215018,2016-09-08,11,0,OffsetFromCurb,alive,good,cherry,No,No,No,No,No,No,No,No,No,554 EAST 87 STREET,11236,Brooklyn,318,brooklyn,46,59,19,BK50,Canarsie,40.64283535,-73.91279077
616083,203870,2016-07-06,8,0,OnCurb,alive,good,sophora,No,No,No,No,No,No,No,No,No,156 87 STREET,11209,Brooklyn,310,brooklyn,43,46,22,BK31,Bay Ridge,40.62354615,-74.03505804
158294,111670,2015-08-19,3,0,OnCurb,alive,good,magnolia,No,No,Yes,No,No,No,No,No,No,390 WADSWORTH AVENUE,10040,New York,112,manhattan,10,72,31,MN35,Washington Heights North,40.85671394,-73.92865165
250469,200981,2015-09-23,15,0,OnCurb,alive,good,sophora,No,No,No,No,No,No,No,No,No,882 DUMONT AVENUE,11207,Brooklyn,305,brooklyn,42,60,19,BK82,East New York,40.66748289,-73.88602262
177145,410760,2015-08-26,12,0,OnCurb,alive,poor,callery pear,No,No,No,No,No,Yes,Yes,No,No,380 HAROLD AVENUE,10312,Staten Island,503,staten island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,40.53029994,-74.16422673
691872,305754,2016-09-01,6,0,OffsetFromCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,75-031 150 STREET,11367,Flushing,408,queens,24,25,15,QN37,Kew Gardens Hills,40.72474151,-73.81505274
90280,301072,2015-07-24,14,0,OnCurb,alive,good,pin oak,No,No,No,No,No,Yes,No,No,No,28-005 STEINWAY STREET,11103,Astoria,401,queens,22,36,12,QN70,Astoria,40.76521429,-73.9138027
88654,341913,2015-07-23,11,0,OnCurb,alive,good,green ash,No,No,No,No,No,No,No,No,No,25-058 84 STREET,11370,East Elmhurst,403,queens,22,34,13,QN28,Jackson Heights,40.76144196,-73.88479351
554051,509263,2016-04-18,3,0,OnCurb,alive,good,chinese elm,No,No,No,No,No,No,No,No,No,239 CALHOUN AVENUE,10465,Bronx,210,bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,40.81644073,-73.81806381
632104,203309,2016-07-19,8,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,1227 84 STREET,11228,Brooklyn,310,brooklyn,43,46,22,BK30,Dyker Heights,40.61612934,-74.01410884
209211,405421,2015-09-08,8,0,OnCurb,alive,good,'schubert' chokecherry,No,No,No,No,No,No,Yes,No,No,124 MARINE WAY,10306,Staten Island,502,staten island,50,64,24,SI45,New Dorp-Midland Beach,40.56268051,-74.10153853
185332,505780,2015-08-29,6,0,OnCurb,alive,fair,sugar maple,No,No,No,No,No,Yes,No,No,No,593 EAST 191 STREET,10458,Bronx,206,bronx,15,78,34,BX06,Belmont,40.85901043,-73.88453946
110530,219171,2015-08-01,8,0,OnCurb,alive,good,sweetgum,Yes,No,No,No,No,No,No,No,No,281 GRAND AVENUE,11238,Brooklyn,302,brooklyn,35,57,25,BK69,Clinton Hill,40.68799341,-73.96266125
364998,411638,2015-10-22,8,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,729 MARCY AVENUE,10312,Staten Island,503,staten island,51,62,24,SI32,Rossville-Woodrow,40.53921948,-74.20043401
116230,506979,2015-08-04,4,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,Yes,No,No,3406 TIBBETT AVENUE,10463,Bronx,208,bronx,11,81,34,BX29,Spuyten Duyvil-Kingsbridge,40.88354011,-73.90533375
636070,309279,2016-07-21,9,0,OnCurb,alive,good,cherry,No,No,No,No,No,No,No,No,No,91-004 107 STREET,11418,Richmond Hill,409,queens,32,38,10,QN54,Richmond Hill,40.69286622,-73.83953748
117973,408855,2015-08-04,2,0,OnCurb,alive,poor,atlantic white cedar,No,No,No,No,No,No,No,No,No,2557 RICHMOND AVENUE,10314,Staten Island,502,staten island,51,63,24,SI05,New Springville-Bloomfield-Travis,40.58550023,-74.16859706
400740,415118,2015-10-29,9,0,OnCurb,alive,good,chinese elm,No,No,No,No,No,No,No,No,No,208 CUBA AVENUE,10306,Staten Island,503,staten island,50,64,24,SI25,Oakwood-Oakwood Beach,40.56295957,-74.10900373
689002,312698,2016-08-30,3,0,OnCurb,alive,good,american elm,No,No,No,No,No,No,No,No,No,139-096 35 AVENUE,11354,Flushing,407,queens,20,40,16,QN22,Flushing,40.76584585,-73.82407435
235324,106898,2015-09-18,9,0,OnCurb,alive,fair,american elm,No,No,No,No,No,No,No,No,No,310 WEST 103 STREET,10025,New York,107,manhattan,6,69,31,MN12,Upper West Side,40.79999935,-73.97081738
683947,214207,2016-08-26,24,0,OnCurb,alive,good,london planetree,No,No,Yes,No,No,No,No,No,No,5409 AVENUE H,11234,Brooklyn,318,brooklyn,46,59,21,BK58,Flatlands,40.63317224,-73.92412695
420488,501456,2015-11-03,10,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,1301 SPOFFORD AVENUE,10474,Bronx,202,bronx,17,84,34,BX27,Hunts Point,40.81474936,-73.88621286
639536,309668,2016-07-24,2,0,OnCurb,alive,good,ginkgo,No,No,No,Yes,No,No,No,No,No,89-036 118 STREET,11418,Richmond Hill,409,queens,29,24,10,QN54,Richmond Hill,40.69611457,-73.83006612
430907,505006,2015-11-05,1,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,763 EAST TREMONT AVENUE,10460,Bronx,206,bronx,17,79,33,BX17,East Tremont,40.84424719,-73.88860541
568897,207202,2016-05-29,11,0,OnCurb,alive,poor,green ash,No,No,No,No,No,No,No,No,No,3069 BRIGHTON 2 STREET,11235,Brooklyn,313,brooklyn,48,46,23,BK19,Brighton Beach,40.57706308,-73.96511269
378541,512189,2015-10-26,18,0,OnCurb,alive,good,american linden,No,No,No,No,No,No,Yes,No,No,2117 TOMLINSON AVENUE,10461,Bronx,211,bronx,13,80,34,BX49,Pelham Parkway,40.85554303,-73.85657312
135787,103897,2015-08-11,7,0,OnCurb,alive,poor,pin oak,No,No,No,No,No,No,No,No,No,601 WEST 41 STREET,10036,New York,104,manhattan,3,67,31,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,40.76036595,-73.99914668
267147,223424,2015-09-28,7,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,184 BERKELEY PLACE,11217,Brooklyn,306,brooklyn,39,52,21,BK37,Park Slope-Gowanus,40.67485494,-73.97456677
12157,111680,2015-06-08,4,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,116 LAUREL HILL TERRACE,10033,New York,112,manhattan,10,72,31,MN35,Washington Heights North,40.85113727,-73.92726929
256126,203849,2015-09-25,26,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,8102 6 AVENUE,11209,Brooklyn,310,brooklyn,43,46,22,BK31,Bay Ridge,40.62354713,-74.02222244
93056,222069,2015-07-25,4,0,OnCurb,alive,fair,silver birch,No,No,No,No,No,No,No,No,Yes,1156 MADISON STREET,11221,Brooklyn,304,brooklyn,37,54,18,BK78,Bushwick South,40.69286981,-73.91514724
296443,208967,2015-10-08,7,0,OnCurb,alive,good,'schubert' chokecherry,No,No,No,No,No,No,No,No,No,2621 AVENUE Y,11235,Brooklyn,315,brooklyn,48,41,19,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59141077,-73.94326241
407029,226476,2015-10-30,11,0,OnCurb,alive,good,honeylocust,Yes,No,No,No,No,No,No,No,No,1142 PACIFIC STREET,11216,Brooklyn,308,brooklyn,35,57,25,BK61,Crown Heights North,40.67807824,-73.95423608
620455,302979,2016-07-10,19,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,Yes,No,No,48-019 67 STREET,11377,Woodside,402,queens,30,34,15,QN50,Elmhurst-Maspeth,40.73771742,-73.89750843
201628,348160,2015-09-04,20,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,70-006 HARROW STREET,11375,Forest Hills,406,queens,29,28,15,QN17,Forest Hills,40.71591963,-73.85006975
180175,310174,2015-08-27,16,0,OnCurb,alive,good,pin oak,No,No,No,No,No,No,No,No,No,114-019 84 AVENUE,11418,Richmond Hill,409,queens,29,28,15,QN54,Richmond Hill,40.70340073,-73.83683175
95900,203831,2015-07-27,10,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,8202 FT HAMILTON PARKWAY,11209,Brooklyn,310,brooklyn,43,46,22,BK31,Bay Ridge,40.62237941,-74.02161756
